ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha
7157,Casillero de 6 puertas,Azul,Metal,Con chapa,6,1750,10500,2024-01-21
7158,Silla estática,Azul,Metal,No acolchonada,6,140,840,2024-05-20
7159,Archivador de Chapas Individuales,Blanco,Metal,Sin agregado,1,1400,1400,2024-01-21
7160,Silla de espera,Negro,Metal,Con brazos,9,950,8550,2024-04-10
7161,Casillero de 20 puertas,Gris,Melamina,Con espejo,10,2800,28000,2024-03-20
7162,Vitrina doble chapa,Blanco,Metal,De vidrio,1,1350,1350,2024-05-19
7163,Estanteria tipo vitrin,Azul,Metal,Con puertas,6,650,3900,2024-01-24
7164,Estante para farmacia,Azul,Metal,De pie,9,3500,31500,2024-02-09
7165,Estante para farmacia,Gris,Melamina,Con puertas,1,3500,3500,2024-03-07
7166,Silla mesedora,Rojo,Metal,No acolchonada,7,500,3500,2024-02-06
7167,Vitrina para farmacia,Rojo,Melamina,De vidrio,3,1100,3300,2024-01-18
7168,Casillero de 2 puertas,Azul,Melamina,Sin espejo,8,980,7840,2024-04-28
7169,Estanteria tipo vitrin,Gris,Metal,Con puertas,10,650,6500,2024-02-21
7170,Casillero de 2 puertas,Negro,Melamina,Sin espejo,9,980,8820,2024-01-24
7171,Estante Archivador,Negro,Melamina,Sin puertas,6,1250,7500,2024-01-10
7172,Casillero de 2 puertas,Negro,Metal,Con espejo,9,980,8820,2024-05-26
7173,Casillero de dos puertas,Negro,Melamina,Con chapa,1,1850,1850,2024-02-19
7174,Cocina industrial de dos quemadores,Negro,Metal,Sin agregado,2,1250,2500,2024-03-04
7175,Casillero de 12 puertas,Azul,Metal,Con espejo,9,2200,19800,2024-03-12
7176,Casillero de 12 puertas,Blanco,Metal,Sin espejo,7,2200,15400,2024-01-31
7177,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,Sin cerradura,6,980,5880,2024-01-21
7178,Casillero de 1 cuerpo y 4 puertas,Gris,Melamina,Sin espejo,6,980,5880,2024-02-15
7179,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Sin chapa,9,980,8820,2024-03-13
7180,Casillero de dos puertas,Blanco,Metal,Con chapa,6,1850,11100,2024-01-20
7181,Casillero de 2 puertas,Gris,Metal,Con chapa,1,980,980,2024-05-14
7182,Casillero de 20 puertas,Negro,Melamina,Sin espejo,8,2800,22400,2024-03-12
7183,Silla mesedora,Blanco,Metal,No acolchonada,10,500,5000,2024-02-14
7184,Silla de peluquería,Gris,Melamina,Con brazos,10,210,2100,2024-03-18
7185,Estante para farmacia,Gris,Melamina,De pie,8,3500,28000,2024-05-19
7186,Silla de espera,Gris,Melamina,Con brazos,6,950,5700,2024-02-09
7187,Gabetero de 2 cajas sin chapa,Azul,Metal,De oficina,6,830,4980,2024-02-17
7188,Casillero de 15 puertas,Gris,Melamina,Con espejo,9,2290,20610,2024-02-29
7189,Archivador de Chapas Individuales,Azul,Metal,Sin agregado,1,1400,1400,2024-05-28
7190,Alacena con pedestal,Blanco,Melamina,Sin agregado,3,1600,4800,2024-05-04
7191,Gabetero de 4 cajas,Gris,Melamina,De oficina,10,1380,13800,2024-05-21
7192,Gabetero de 5 cajas,Gris,Melamina,Con cerradura,7,1600,11200,2024-03-24
7193,Vitrina para farmacia,Blanco,Metal,Sin iluminación,3,1100,3300,2024-03-11
7194,Casillero de cuatro puertas,Gris,Metal,Con chapa,2,1550,3100,2024-04-18
7195,Casillero de cuatro puertas,Azul,Metal,Sin espejo,8,1550,12400,2024-02-27
7196,Silla de espera,Rojo,Melamina,No acolchonada,9,950,8550,2024-02-20
7197,Estante mostrador,Blanco,Metal,Sin puertas,8,520,4160,2024-03-03
7198,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,Con cerradura,9,980,8820,2024-03-25
7199,Casillero de cuatro puertas,Blanco,Metal,Con espejo,9,1550,13950,2024-05-14
7200,Escritorio secretarial de cuatro cajas con chapa clave,Negro,Metal,Con chapas,2,1480,2960,2024-01-11
7201,Casillero de dos puertas,Negro,Metal,Sin chapa,5,1850,9250,2024-04-01
7202,Escritorio ejecutivo de siete cajas,Rojo,Melamina,Fijo,2,1500,3000,2024-05-03
7203,Silla estática con brazo,Blanco,Metal,Acolchonada,3,320,960,2024-04-29
7204,Casillero de cuatro puertas,Rojo,Melamina,Con chapa,7,1550,10850,2024-04-17
7205,Silla estática con brazo,Blanco,Metal,Sin brazos,9,320,2880,2024-04-09
7206,Casillero de 12 puertas,Rojo,Metal,Con espejo,9,2200,19800,2024-05-21
7207,Estanteria tipo vitrin,Negro,Melamina,De pared,4,650,2600,2024-01-16
7208,Silla de peluquería,Rojo,Metal,No acolchonada,10,210,2100,2024-03-20
7209,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,3,1400,4200,2024-03-04
7210,Estante para farmacia,Blanco,Metal,De pared,8,3500,28000,2024-03-18
7211,Casillero de 15 puertas,Azul,Melamina,Sin espejo,3,2290,6870,2024-05-16
7212,Casillero de dos puertas,Blanco,Melamina,Sin chapa,6,1850,11100,2024-04-19
7213,Gabetero de 3 cajas,Azul,Metal,De hogar,8,1250,10000,2024-01-30
7214,Cocina industrial de dos quemadores,Azul,Melamina,Sin agregado,2,1250,2500,2024-05-19
7215,Casillero de 9 puertas,Blanco,Melamina,Con espejo,7,1850,12950,2024-04-29
7216,Estante para farmacia,Gris,Metal,De pie,3,3500,10500,2024-02-01
7217,Casillero de 12 puertas,Negro,Metal,Con chapa,8,2200,17600,2024-02-08
7218,Estante para farmacia de dos cuerpos,Blanco,Melamina,De pared,4,3550,14200,2024-05-10
7219,Estante para farmacia,Rojo,Melamina,De pared,7,3500,24500,2024-03-10
7220,Casillero de cuatro puertas,Azul,Melamina,Sin chapa,10,1550,15500,2024-05-08
7221,Negtoscopio,Azul,Metal,Sin agregado,2,920,1840,2024-03-06
7222,Silla giratoria,Negro,Melamina,No acolchonada,6,990,5940,2024-04-29
7223,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,Sin espejo,8,980,7840,2024-05-15
7224,Casillero de dos puertas,Blanco,Metal,Con chapa,8,1850,14800,2024-03-21
7225,Silla mesedora,Blanco,Metal,Con brazos,5,500,2500,2024-04-04
7226,Mesa de trabajo,Azul,Melamina,Cuadrada,1,1500,1500,2024-02-15
7227,Casillero de 12 puertas,Blanco,Melamina,Sin chapa,9,2200,19800,2024-03-20
7228,Casillero de 15 puertas,Negro,Metal,Sin chapa,9,2290,20610,2024-02-25
7229,Casillero de 12 puertas,Rojo,Melamina,Sin espejo,7,2200,15400,2024-02-24
7230,Estante para farmacia,Blanco,Melamina,Con puertas,10,3500,35000,2024-03-14
7231,Gabetero de 2 cajas con chapa adicional,Gris,Melamina,De hogar,8,980,7840,2024-03-13
7232,Vitrina doble chapa,Azul,Metal,De madera,3,1350,4050,2024-04-28
7233,Silla mesedora,Negro,Metal,Sin brazos,7,500,3500,2024-05-29
7234,Estante para farmacia de dos cuerpos,Blanco,Metal,De pie,10,3550,35500,2024-03-21
7235,Estante Archivador,Gris,Melamina,Con puertas,7,1250,8750,2024-02-05
7236,Casillero de 9 puertas,Negro,Metal,Sin chapa,4,1850,7400,2024-04-09
7237,Mostrador para librería,Negro,Melamina,Sin agregado,2,900,1800,2024-02-15
7238,Alacena con pedestal,Blanco,Metal,Sin agregado,3,1600,4800,2024-03-29
7239,Casillero de dos puertas,Gris,Metal,Sin chapa,5,1850,9250,2024-04-11
7240,Pedestal porta sueros,Blanco,Melamina,Sin agregado,2,410,820,2024-03-22
7241,Silla de peluquería,Rojo,Metal,Acolchonada,6,210,1260,2024-01-26
7242,Estanteria tipo vitrin,Gris,Melamina,Sin puertas,10,650,6500,2024-05-23
7243,Casillero de cuatro puertas,Gris,Metal,Sin chapa,5,1550,7750,2024-03-10
7244,Camillas para masajes,Blanco,Melamina,Con espaldar movible,1,1250,1250,2024-02-22
7245,Negtoscopio,Negro,Melamina,Sin agregado,1,920,920,2024-04-14
7246,Estante mostrador,Blanco,Metal,De pared,1,520,520,2024-05-18
7247,Casillero de dos puertas,Rojo,Metal,Sin espejo,7,1850,12950,2024-02-02
7248,Lámpara de cuello ganzo,Rojo,Melamina,Sin agregado,1,550,550,2024-04-27
7249,Gabetero con chapa independiente,Blanco,Metal,Sin cerradura,3,1750,5250,2024-03-24
7250,Casillero de cuatro puertas,Rojo,Metal,Sin espejo,8,1550,12400,2024-02-08
7251,Catre de internación,Negro,Melamina,Sin agregado,3,2650,7950,2024-03-07
7252,Gabetero de 3 cajas,Azul,Metal,Sin cerradura,4,1250,5000,2024-04-24
7253,Casillero de 9 puertas,Gris,Melamina,Sin espejo,4,1850,7400,2024-04-21
7254,Gabetero de 2 cajas sin chapa,Negro,Metal,Con cerradura,7,830,5810,2024-01-27
7255,Gabetero de 5 cajas,Rojo,Melamina,De hogar,6,1600,9600,2024-02-23
7256,Estante para farmacia de dos cuerpos,Blanco,Metal,De pared,10,3550,35500,2024-01-26
7257,Mesa de curación,Blanco,Melamina,Sin cajones,1,850,850,2024-04-28
7258,Gradilla de 2 peldaños,Rojo,Melamina,Sin agregado,2,450,900,2024-01-18
7259,Gabetero de 2 cajas sin chapa,Gris,Melamina,Sin cerradura,10,830,8300,2024-04-08
7260,Silla de peluquería,Gris,Melamina,No acolchonada,8,210,1680,2024-04-03
7261,Casillero de cuatro puertas,Rojo,Melamina,Sin espejo,7,1550,10850,2024-05-27
7262,Silla de peluquería,Blanco,Metal,Con brazos,7,210,1470,2024-04-26
7263,Gabetero de 5 cajas,Negro,Melamina,Sin cerradura,1,1600,1600,2024-01-29
7264,Silla giratoria,Gris,Metal,Acolchonada,6,990,5940,2024-03-24
7265,Casillero de 6 puertas,Blanco,Melamina,Sin chapa,7,1750,12250,2024-03-06
7266,Gradilla de 2 peldaños,Blanco,Melamina,Sin agregado,2,450,900,2024-03-11
7267,Silla de espera,Azul,Melamina,Sin brazos,9,950,8550,2024-01-20
7268,Biombo,Gris,Metal,Sin agregado,1,450,450,2024-05-14
7269,Silla de espera,Rojo,Melamina,Sin brazos,9,950,8550,2024-02-15
7270,Casillero de 2 puertas,Gris,Melamina,Sin chapa,10,980,9800,2024-02-26
7271,Archivero,Rojo,Metal,Sin agregado,2,1800,3600,2024-04-10
7272,Casillero de dos puertas,Azul,Metal,Sin chapa,6,1850,11100,2024-03-16
7273,Camilla tipo escritorio,Gris,Melamina,Fija,3,2750,8250,2024-05-03
7274,Gabetero de 3 cajas,Blanco,Melamina,Sin cerradura,7,1250,8750,2024-03-07
7275,Gabetero de 4 cajas,Gris,Melamina,De oficina,10,1380,13800,2024-05-23
7276,Archivero,Azul,Melamina,Sin agregado,1,1800,1800,2024-01-23
7277,Silla estática,Azul,Melamina,Con brazos,8,140,1120,2024-05-12
7278,Casillero de 1 cuerpo y 4 puertas,Azul,Melamina,Sin espejo,4,980,3920,2024-05-09
7279,Estante de puertas corredizas,Blanco,Melamina,Sin puertas,7,1750,12250,2024-01-15
7280,Estante de puertas corredizas,Gris,Metal,De pared,7,1750,12250,2024-03-09
7281,Silla giratoria,Gris,Metal,Con brazos,9,990,8910,2024-02-17
7282,Casillero de 6 puertas,Azul,Metal,Sin espejo,10,1750,17500,2024-03-24
7283,Gabetero de 4 cajas,Blanco,Melamina,De oficina,9,1380,12420,2024-02-13
7284,Silla estática,Azul,Metal,Con brazos,7,140,980,2024-04-10
7285,Gabetero de 5 cajas,Negro,Metal,De hogar,9,1600,14400,2024-03-11
7286,Estanteria tipo vitrin,Azul,Metal,Con puertas,7,650,4550,2024-03-21
7287,Casillero de 2 puertas,Negro,Metal,Sin espejo,4,980,3920,2024-05-11
7288,Gabetero con chapa independiente,Blanco,Metal,Sin cerradura,7,1750,12250,2024-04-14
7289,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,Sin cerradura,9,980,8820,2024-03-10
7290,Estante para farmacia,Blanco,Metal,Sin puertas,10,3500,35000,2024-03-26
7291,Archivador de Chapas Individuales,Gris,Melamina,Sin agregado,3,1400,4200,2024-01-10
7292,Silla de espera,Gris,Melamina,Con brazos,6,950,5700,2024-04-21
7293,Silla de espera,Gris,Metal,Acolchonada,8,950,7600,2024-04-09
7294,Casillero de dos puertas,Negro,Metal,Con espejo,10,1850,18500,2024-02-24
7295,Casillero de 12 puertas,Gris,Metal,Con chapa,8,2200,17600,2024-01-23
7296,Pedestal porta sueros,Rojo,Melamina,Sin agregado,1,410,410,2024-05-21
7297,Archivador de Chapas Individuales,Azul,Melamina,Sin agregado,2,1400,2800,2024-05-27
7298,Silla estática,Blanco,Metal,Con brazos,8,140,1120,2024-03-09
7299,Casillero de 9 puertas,Negro,Metal,Sin chapa,8,1850,14800,2024-03-05
7300,Estante para farmacia,Gris,Metal,De pared,6,3500,21000,2024-03-13
7301,Estanteria tipo vitrin,Azul,Metal,De pie,7,650,4550,2024-02-24
7302,Estante para farmacia,Azul,Melamina,Con puertas,7,3500,24500,2024-02-21
7303,Casillero de dos puertas,Gris,Melamina,Con chapa,10,1850,18500,2024-04-22
7304,Estante para farmacia,Gris,Melamina,De pie,7,3500,24500,2024-03-03
7305,Vitrina doble chapa,Blanco,Melamina,De vidrio,3,1350,4050,2024-02-28
7306,Alacena con pedestal,Negro,Melamina,Sin agregado,2,1600,3200,2024-03-06
7307,Silla de espera,Rojo,Metal,No acolchonada,6,950,5700,2024-04-11
7308,Casillero de dos puertas,Blanco,Metal,Sin chapa,8,1850,14800,2024-04-27
7309,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,3,1400,4200,2024-05-17
7310,Cocina industrial de dos quemadores,Blanco,Metal,Sin agregado,1,1250,1250,2024-04-14
7311,Estanteria tipo vitrin,Blanco,Melamina,Con puertas,8,650,5200,2024-02-24
7312,Estanteria tipo vitrin,Rojo,Melamina,Con puertas,10,650,6500,2024-02-28
7313,Silla mesedora,Gris,Metal,Sin brazos,7,500,3500,2024-04-18
7314,Camilla de examen,Azul,Melamina,Sin barillas,2,1250,2500,2024-03-15
7315,Credenza,Azul,Melamina,Sin agregado,1,2100,2100,2024-05-17
7316,Gabetero de 3 cajas,Negro,Metal,Con cerradura,10,1250,12500,2024-05-02
7317,Estante para farmacia de dos cuerpos,Negro,Melamina,De pared,9,3550,31950,2024-05-17
7318,Silla estática,Gris,Metal,Acolchonada,4,140,560,2024-04-01
7319,Silla de espera,Gris,Melamina,Sin brazos,6,950,5700,2024-04-22
7320,Estanteria tipo vitrin,Azul,Melamina,Con puertas,8,650,5200,2024-03-14
7321,Estante para farmacia de dos cuerpos,Gris,Metal,De pie,6,3550,21300,2024-01-16
7322,Casillero de 6 puertas,Azul,Melamina,Sin espejo,10,1750,17500,2024-04-28
7323,Gabetero de 4 cajas,Blanco,Melamina,De oficina,1,1380,1380,2024-01-28
7324,Casillero de 6 puertas,Gris,Metal,Sin espejo,10,1750,17500,2024-02-04
7325,Taburete médico,Gris,Metal,Sin agregado,2,630,1260,2024-02-15
7326,Silla estática,Blanco,Metal,Sin brazos,6,140,840,2024-03-23
7327,Vitrina para farmacia,Azul,Metal,De vidrio,1,1100,1100,2024-02-28
7328,Casillero de 15 puertas,Gris,Metal,Con espejo,6,2290,13740,2024-05-20
7329,Casillero de 15 puertas,Negro,Melamina,Sin espejo,8,2290,18320,2024-05-13
7330,Estante Archivador,Rojo,Metal,De pie,7,1250,8750,2024-01-12
7331,Casillero de 20 puertas,Azul,Melamina,Con espejo,8,2800,22400,2024-02-14
7332,Broastera simple,Blanco,Melamina,Sin agregado,2,1100,2200,2024-04-13
7333,Casillero de 6 puertas,Rojo,Metal,Con chapa,8,1750,14000,2024-01-26
7334,Casillero de 9 puertas,Azul,Melamina,Con chapa,6,1850,11100,2024-02-06
7335,Casillero de dos puertas,Gris,Melamina,Sin chapa,9,1850,16650,2024-04-26
7336,Casillero de 12 puertas,Blanco,Melamina,Sin espejo,9,2200,19800,2024-03-30
7337,Casillero de cuatro puertas,Rojo,Melamina,Con espejo,6,1550,9300,2024-03-07
7338,Gabetero de 4 cajas,Blanco,Metal,De oficina,9,1380,12420,2024-05-12
7339,Mesa de instrumentación,Azul,Melamina,Sin cajones,3,650,1950,2024-05-08
7340,Archivador de Chapas Individuales,Azul,Metal,Sin agregado,1,1400,1400,2024-05-26
7341,Silla estática con brazo,Negro,Melamina,Acolchonada,10,320,3200,2024-05-13
7342,Casillero de 9 puertas,Rojo,Metal,Con espejo,6,1850,11100,2024-03-12
7343,Estante mostrador,Rojo,Metal,De pared,6,520,3120,2024-04-11
7344,Mesa de trabajo,Rojo,Metal,Cuadrada,3,1500,4500,2024-01-18
7345,Estante para farmacia de dos cuerpos,Azul,Melamina,Sin puertas,2,3550,7100,2024-04-25
7346,Catre de internación,Gris,Metal,Sin agregado,1,2650,2650,2024-02-04
7347,Estante para farmacia,Azul,Metal,De pared,8,3500,28000,2024-04-16
7348,Casillero de dos puertas,Gris,Metal,Sin espejo,6,1850,11100,2024-02-10
7349,Casillero de 12 puertas,Gris,Melamina,Sin espejo,2,2200,4400,2024-05-15
7350,Estante Archivador,Negro,Melamina,Con puertas,6,1250,7500,2024-05-06
7351,Silla estática,Azul,Metal,Sin brazos,7,140,980,2024-04-25
7352,Silla de espera,Negro,Melamina,No acolchonada,8,950,7600,2024-04-16
7353,Gradilla de 2 peldaños,Azul,Melamina,Sin agregado,1,450,450,2024-01-14
7354,Casillero de 12 puertas,Azul,Melamina,Sin espejo,3,2200,6600,2024-04-09
7355,Casillero de 15 puertas,Gris,Melamina,Con espejo,5,2290,11450,2024-04-03
7356,Gabetero de 5 cajas,Negro,Metal,De oficina,10,1600,16000,2024-02-10
7357,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,Sin chapa,7,980,6860,2024-05-27
7358,Estante mostrador,Blanco,Metal,De pared,8,520,4160,2024-04-13
7359,Casillero de 2 puertas,Rojo,Metal,Con espejo,10,980,9800,2024-03-21
7360,Vitrina para farmacia,Azul,Melamina,De vidrio,1,1100,1100,2024-05-28
7361,Estanteria tipo vitrin,Negro,Metal,Con puertas,7,650,4550,2024-03-02
7362,Estante para farmacia,Gris,Metal,De pie,7,3500,24500,2024-04-02
7363,Gabetero de 2 cajas sin chapa,Rojo,Melamina,De oficina,9,830,7470,2024-05-03
7364,Gabetero de 4 cajas,Gris,Metal,Con cerradura,8,1380,11040,2024-02-08
7365,Casillero de cuatro puertas,Azul,Melamina,Sin espejo,9,1550,13950,2024-01-31
7366,Escritorio secretarial de cuatro cajas con chapa clave,Blanco,Metal,Con chapas,3,1480,4440,2024-01-14
7367,Estante para farmacia,Rojo,Metal,De pared,9,3500,31500,2024-01-30
7368,Casillero de 9 puertas,Blanco,Metal,Con chapa,8,1850,14800,2024-03-21
7369,Mostrador para librería,Gris,Metal,Sin agregado,2,900,1800,2024-02-28
7370,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Sin cerradura,6,980,5880,2024-03-17
7371,Casillero de 9 puertas,Negro,Metal,Con espejo,8,1850,14800,2024-04-02
7372,Silla de espera,Gris,Metal,Sin brazos,7,950,6650,2024-05-19
7373,Silla de espera,Gris,Melamina,Acolchonada,10,950,9500,2024-02-06
7374,Velador clínico,Gris,Metal,Sin agregado,1,650,650,2024-05-27
7375,Archivero,Azul,Metal,Sin agregado,1,1800,1800,2024-02-03
7376,Estante para farmacia,Blanco,Melamina,Con puertas,10,3500,35000,2024-04-04
7377,Camilla de ginecología,Blanco,Melamina,Con espaldar movible,1,1850,1850,2024-02-09
7378,Estanteria tipo vitrin,Blanco,Melamina,De pie,7,650,4550,2024-02-24
7379,Silla mesedora,Rojo,Melamina,No acolchonada,8,500,4000,2024-02-11
7380,Lámpara de cuello ganzo,Negro,Melamina,Sin agregado,1,550,550,2024-02-29
7381,Archivador de Chapas Individuales,Rojo,Metal,Sin agregado,1,1400,1400,2024-03-26
7382,Casillero de cuatro puertas,Gris,Melamina,Con espejo,6,1550,9300,2024-05-17
7383,Estante mostrador,Negro,Melamina,De pie,10,520,5200,2024-05-14
7384,Casillero de dos puertas,Blanco,Metal,Sin espejo,7,1850,12950,2024-03-24
7385,Estante para farmacia,Gris,Melamina,De pie,1,3500,3500,2024-05-06
7386,Silla estática con brazo,Azul,Metal,Con brazos,6,320,1920,2024-05-03
7387,Estante mostrador,Azul,Melamina,Con puertas,8,520,4160,2024-03-05
7388,Cajero para supermercado,Blanco,Metal,Sin agregado,1,1200,1200,2024-04-25
7389,Silla mesedora,Gris,Melamina,Acolchonada,9,500,4500,2024-03-02
7390,Gabetero de 2 cajas con chapa adicional,Negro,Metal,De oficina,6,980,5880,2024-01-11
7391,Estante para farmacia,Azul,Metal,De pie,4,3500,14000,2024-05-11
7392,Alacena con pedestal,Blanco,Metal,Sin agregado,1,1600,1600,2024-04-24
7393,Silla mesedora,Azul,Metal,No acolchonada,6,500,3000,2024-03-14
7394,Ropero casillero,Gris,Melamina,Sin agregado,1,2500,2500,2024-01-27
7395,Negtoscopio,Negro,Metal,Sin agregado,3,920,2760,2024-05-30
7396,Gabetero de 3 cajas,Azul,Metal,De hogar,8,1250,10000,2024-01-12
7397,Silla de espera,Rojo,Melamina,Acolchonada,10,950,9500,2024-05-28
7398,Horno hogareño,Negro,Melamina,Con ventilador,3,1250,3750,2024-04-05
7399,Gabetero de 5 cajas,Azul,Melamina,De oficina,9,1600,14400,2024-01-27
7400,Archivador de Chapas Individuales,Rojo,Metal,Sin agregado,3,1400,4200,2024-04-23
7401,Estante para farmacia,Rojo,Melamina,De pie,7,3500,24500,2024-04-01
7402,Archivador de Chapas Individuales,Rojo,Metal,Sin agregado,3,1400,4200,2024-05-05
7403,Camilla de examen,Rojo,Melamina,Sin barillas,1,1250,1250,2024-05-27
7404,Biombo,Negro,Melamina,Sin agregado,2,450,900,2024-03-29
7405,Estanteria tipo vitrin,Gris,Metal,De pie,10,650,6500,2024-02-23
7406,Casillero de 2 puertas,Rojo,Melamina,Sin espejo,8,980,7840,2024-03-09
7407,Estante mostrador,Azul,Melamina,De pie,9,520,4680,2024-02-10
7408,Estante para farmacia,Blanco,Melamina,De pared,5,3500,17500,2024-02-21
7409,Casillero de 15 puertas,Rojo,Metal,Con espejo,1,2290,2290,2024-03-15
7410,Gabetero de 5 cajas,Blanco,Melamina,Sin cerradura,6,1600,9600,2024-03-16
7411,Casillero de 2 puertas,Rojo,Melamina,Con chapa,8,980,7840,2024-05-30
7412,Casillero de 15 puertas,Gris,Melamina,Sin chapa,2,2290,4580,2024-02-15
7413,Silla mesedora,Azul,Metal,Con brazos,6,500,3000,2024-04-12
7414,Mostrador para librería,Rojo,Metal,Sin agregado,3,900,2700,2024-02-20
7415,Gabetero de 4 cajas,Rojo,Melamina,De hogar,3,1380,4140,2024-01-10
7416,Silla de espera,Blanco,Melamina,No acolchonada,9,950,8550,2024-04-28
7417,Silla mesedora,Rojo,Melamina,Acolchonada,6,500,3000,2024-03-15
7418,Gabetero de 2 cajas sin chapa,Rojo,Melamina,De hogar,7,830,5810,2024-02-16
7419,Biombo,Rojo,Metal,Sin agregado,2,450,900,2024-03-01
7420,Silla de espera,Negro,Metal,No acolchonada,8,950,7600,2024-01-28
7421,Casillero de 1 cuerpo y 4 puertas,Gris,Melamina,Con chapa,6,980,5880,2024-04-15
7422,Silla estática,Rojo,Melamina,Con brazos,4,140,560,2024-02-26
7423,Vitrina doble chapa,Blanco,Melamina,Con iluminación,1,1350,1350,2024-02-17
7424,Silla giratoria,Blanco,Melamina,Con brazos,3,990,2970,2024-02-03
7425,Casillero de 9 puertas,Negro,Metal,Con chapa,7,1850,12950,2024-03-10
7426,Camillas para masajes,Negro,Metal,Sin barillas,1,1250,1250,2024-03-13
7427,Gabetero de 3 cajas,Azul,Metal,Sin cerradura,7,1250,8750,2024-04-11
7428,Estante para archivos con bandejas,Negro,Melamina,De pared,3,2350,7050,2024-01-17
7429,Estante mostrador,Azul,Melamina,Con puertas,6,520,3120,2024-03-08
7430,Góndolas para supermercados,Azul,Metal,Sin agregado,1,1580,1580,2024-01-19
7431,Gabetero con chapa independiente,Blanco,Metal,Con cerradura,7,1750,12250,2024-03-01
7432,Silla giratoria,Rojo,Metal,Sin brazos,8,990,7920,2024-03-07
7433,Gabetero de 2 cajas sin chapa,Negro,Melamina,Con cerradura,10,830,8300,2024-05-23
